Date,0700.HK,0005.HK,0016.HK,0857.HK,0941.HK,0241.HK,0175.HK,1099.HK,1299.HK,0027.HK
2012-01-03,29.315034866333008,60.54999923706055,99.4000015258789,10.100000381469727,77.0999984741211,0.4300000071525574,1.7300000190734863,19.040000915527344,24.600000381469727,14.399999618530273
2012-01-04,29.278160095214844,60.45000076293945,98.9000015258789,10.220000267028809,75.69999694824219,0.42500001192092896,1.7400000095367432,18.1200008392334,24.5,14.520000457763672
2012-01-05,29.02004051208496,60.70000076293945,99.0,10.380000114440918,76.75,0.41999998688697815,1.75,17.8799991607666,24.549999237060547,14.079999923706055
2012-01-06,28.48536491394043,59.5,98.19999694824219,10.619999885559082,75.5999984741211,0.39500001072883606,1.7400000095367432,17.700000762939453,24.149999618530273,13.859999656677246
2012-01-09,28.614423751831055,60.25,98.19999694824219,10.819999694824219,77.0,0.41499999165534973,1.7899999618530273,17.760000228881836,23.899999618530273,14.079999923706055
2012-01-10,29.720651626586914,59.849998474121094,98.4000015258789,10.739999771118164,77.0,0.4099999964237213,1.8899999856948853,18.079999923706055,24.0,14.4399995803833
2012-01-11,30.826879501342773,60.45000076293945,99.05000305175781,10.899999618530273,77.25,0.4449999928474426,2.009999990463257,18.020000457763672,23.950000762939453,14.619999885559082
2012-01-12,30.919065475463867,59.70000076293945,99.44999694824219,10.779999732971191,76.75,0.4350000023841858,2.0199999809265137,18.139999389648438,24.100000381469727,14.760000228881836
2012-01-13,31.361555099487305,60.04999923706055,100.5,10.979999542236328,76.1500015258789,0.4350000023841858,2.0299999713897705,18.239999771118164,23.899999618530273,15.34000015258789
2012-01-16,31.361555099487305,59.650001525878906,100.4000015258789,10.880000114440918,75.05000305175781,0.4099999964237213,1.9800000190734863,17.739999771118164,24.0,15.4399995803833
2012-01-17,32.70746612548828,61.599998474121094,101.9000015258789,11.220000267028809,76.0,0.41999998688697815,2.059999942779541,18.459999084472656,24.399999618530273,15.779999732971191
2012-01-18,33.3712043762207,61.95000076293945,104.19999694824219,11.319999694824219,75.4000015258789,0.4300000071525574,2.0299999713897705,18.139999389648438,24.799999237060547,15.880000114440918
2012-01-19,33.09464645385742,62.25,107.9000015258789,11.319999694824219,76.19999694824219,0.4300000071525574,2.069999933242798,18.139999389648438,25.649999618530273,16.760000228881836
2012-01-20,33.50026321411133,64.55000305175781,109.0999984741211,11.319999694824219,76.69999694824219,0.4300000071525574,2.2899999618530273,18.399999618530273,25.850000381469727,16.799999237060547
2012-01-26,33.72150802612305,65.05000305175781,111.0,11.539999961853027,77.55000305175781,0.42500001192092896,2.3399999141693115,18.18000030517578,26.350000381469727,17.940000534057617
2012-01-27,33.426513671875,65.6500015258789,109.69999694824219,11.4399995803833,79.0,0.45500001311302185,2.3399999141693115,18.18000030517578,26.399999618530273,17.760000228881836
2012-01-30,33.99806594848633,65.0,107.19999694824219,11.199999809265137,77.5,0.4399999976158142,2.299999952316284,18.15999984741211,25.799999237060547,17.059999465942383
2012-01-31,34.9752311706543,65.05000305175781,107.4000015258789,11.34000015258789,79.30000305175781,0.4350000023841858,2.2899999618530273,18.3799991607666,25.899999618530273,16.920000076293945
2012-02-01,33.86900329589844,64.8499984741211,107.4000015258789,11.399999618530273,79.69999694824219,0.5099999904632568,2.190000057220459,18.100000381469727,26.25,17.219999313354492
2012-02-02,34.551177978515625,66.94999694824219,109.0,11.619999885559082,79.8499984741211,0.5099999904632568,2.359999895095825,18.399999618530273,26.25,18.1200008392334
2012-02-03,34.27462387084961,66.9000015258789,109.5999984741211,11.479999542236328,79.0,0.5600000023841858,2.4100000858306885,20.549999237060547,26.149999618530273,18.079999923706055
2012-02-06,34.25618362426758,67.8499984741211,108.19999694824219,11.5,77.6500015258789,0.6200000047683716,2.5,21.450000762939453,25.799999237060547,18.360000610351562
2012-02-07,33.85056686401367,68.4000015258789,106.0999984741211,11.600000381469727,77.94999694824219,0.5799999833106995,2.5,20.850000381469727,25.75,17.65999984741211
2012-02-08,34.293060302734375,69.69999694824219,108.69999694824219,11.859999656677246,78.9000015258789,0.6000000238418579,2.7200000286102295,21.799999237060547,26.100000381469727,17.81999969482422
2012-02-09,34.95679473876953,69.30000305175781,110.0999984741211,11.779999732971191,78.0,0.6299999952316284,2.809999942779541,21.75,26.25,17.920000076293945
