Date,7203.T,6758.T,8306.T,4502.T,3382.T,9432.T,1802.T,9501.T,3407.T,5401.T
2022-02-17,2160.5,12160.0,738.7999877929688,3543.0,1903.0,131.52000427246094,974.0,364.0,1119.5,2014.0
2022-02-18,2184.0,12075.0,726.2999877929688,3536.0,1899.3333740234375,131.83999633789062,976.0,371.0,1109.5,2041.0
2022-02-21,2173.0,11890.0,739.0999755859375,3494.0,1908.6666259765625,133.1999969482422,969.0,367.0,1090.0,2074.0
2022-02-22,2123.5,11575.0,730.0,3456.0,1886.3333740234375,132.39999389648438,967.0,366.0,1059.5,2025.0
2022-02-24,2091.0,11455.0,722.7000122070312,3456.0,1893.0,132.32000732421875,952.0,360.0,1058.0,2020.0
2022-02-25,2104.0,11810.0,707.4000244140625,3434.0,1834.6666259765625,130.39999389648438,954.0,354.0,1062.0,2039.0
2022-02-28,2138.5,11810.0,712.7999877929688,3501.0,1863.6666259765625,131.72000122070312,961.0,362.0,1077.5,2108.5
2022-03-01,2133.0,11775.0,700.7999877929688,3497.0,1849.6666259765625,133.16000366210938,964.0,388.0,1080.5,2139.0
2022-03-02,2038.5,11590.0,681.5,3450.0,1826.3333740234375,134.0399932861328,932.0,385.0,1026.5,2148.0
2022-03-03,2047.0,11755.0,709.2999877929688,3498.0,1844.0,135.36000061035156,953.0,388.0,1052.0,2181.5
2022-03-04,1974.0,11385.0,695.7000122070312,3460.0,1823.6666259765625,137.0399932861328,946.0,374.0,1024.0,2146.0
2022-03-07,1845.0,11110.0,678.9000244140625,3419.0,1835.0,135.0800018310547,941.0,377.0,989.2000122070312,2110.5
2022-03-08,1811.0,11150.0,656.7000122070312,3328.0,1818.6666259765625,134.60000610351562,893.0,357.0,948.7999877929688,1972.5
2022-03-09,1845.5,10940.0,674.7999877929688,3292.0,1811.0,134.9199981689453,868.0,332.0,963.0,1988.5
2022-03-10,1945.5,11820.0,700.2000122070312,3406.0,1806.3333740234375,136.63999938964844,911.0,330.0,1013.0,2071.5
2022-03-11,1860.5,11520.0,703.9000244140625,3391.0,1790.3333740234375,136.8800048828125,914.0,325.0,992.7000122070312,2104.0
2022-03-14,1914.0,11380.0,723.7000122070312,3429.0,1749.3333740234375,138.44000244140625,887.0,325.0,1005.0,2139.0
2022-03-15,1955.0,11505.0,734.7000122070312,3416.0,1797.6666259765625,141.1999969482422,903.0,334.0,1028.0,2084.0
2022-03-16,1991.0,11820.0,740.0,3506.0,1844.3333740234375,140.60000610351562,902.0,362.0,1039.5,2152.0
2022-03-17,2036.0,12270.0,759.0999755859375,3521.0,1852.0,139.32000732421875,917.0,367.0,1069.0,2139.0
2022-03-18,2020.0,12425.0,761.0999755859375,3594.0,1840.6666259765625,139.44000244140625,914.0,374.0,1084.5,2158.0
2022-03-22,2055.0,12570.0,804.0,3596.0,1865.6666259765625,143.1199951171875,951.0,387.0,1084.0,2201.5
2022-03-23,2137.0,12845.0,806.5999755859375,3620.0,1866.6666259765625,146.1999969482422,956.0,388.0,1097.5,2241.5
2022-03-24,2200.0,12985.0,798.9000244140625,3631.0,1844.6666259765625,146.0,945.0,380.0,1103.5,2256.5
2022-03-25,2189.0,12855.0,795.2000122070312,3612.0,1817.6666259765625,143.9600067138672,949.0,381.0,1114.0,2283.5
2022-03-28,2202.0,12720.0,788.2000122070312,3581.0,1840.6666259765625,145.52000427246094,947.0,390.0,1108.0,2250.5
2022-03-29,2261.0,12950.0,795.7999877929688,3605.0,1916.0,146.75999450683594,943.0,394.0,1115.0,2276.5
2022-03-30,2218.5,12935.0,775.7999877929688,3493.0,1925.6666259765625,143.1199951171875,920.0,411.0,1074.5,2159.0
2022-03-31,2222.5,12730.0,760.2999877929688,3498.0,1937.6666259765625,141.8000030517578,900.0,403.0,1062.5,2171.0
2022-04-01,2205.0,12530.0,770.7000122070312,3544.0,1930.0,144.44000244140625,905.0,401.0,1062.0,2133.5
2022-04-04,2211.0,12650.0,768.4000244140625,3593.0,1931.0,146.24000549316406,905.0,396.0,1070.0,2107.0
2022-04-05,2217.5,12715.0,752.9000244140625,3616.0,1923.3333740234375,144.67999267578125,905.0,388.0,1056.0,2079.5
2022-04-06,2190.0,12435.0,754.0999755859375,3598.0,1913.6666259765625,145.0,890.0,380.0,1031.0,2024.5
2022-04-07,2168.5,12045.0,742.0999755859375,3640.0,1935.6666259765625,144.55999755859375,878.0,376.0,1022.0,2021.5
2022-04-08,2095.5,12195.0,740.9000244140625,3695.0,1870.0,150.39999389648438,887.0,382.0,1064.0,2049.5
2022-04-11,2101.5,11715.0,759.5999755859375,3722.0,1866.6666259765625,148.0399932861328,894.0,444.0,1055.0,2065.0
2022-04-12,2069.5,11405.0,757.2999877929688,3706.0,1885.0,150.1999969482422,892.0,427.0,1031.5,2052.5
2022-04-13,2119.5,11500.0,746.7000122070312,3737.0,1881.6666259765625,149.60000610351562,898.0,435.0,1057.5,2077.5
2022-04-14,2131.5,11505.0,749.4000244140625,3760.0,1902.3333740234375,150.9199981689453,908.0,477.0,1075.0,2121.5
2022-04-15,2160.0,11215.0,752.0999755859375,3757.0,1857.6666259765625,150.0399932861328,901.0,483.0,1068.0,2120.0
2022-04-18,2155.0,11140.0,752.0999755859375,3733.0,1850.0,149.63999938964844,894.0,472.0,1060.0,2091.0
2022-04-19,2177.0,11280.0,755.2999877929688,3723.0,1851.0,151.16000366210938,899.0,487.0,1069.0,2138.0
2022-04-20,2258.5,11430.0,774.4000244140625,3760.0,1936.6666259765625,151.67999267578125,903.0,489.0,1076.0,2158.0
2022-04-21,2250.0,11600.0,774.5,3759.0,1933.0,151.0399932861328,914.0,468.0,1090.0,2134.5
2022-04-22,2210.0,11280.0,764.9000244140625,3738.0,1900.3333740234375,150.8800048828125,912.0,464.0,1085.5,2081.5
2022-04-25,2190.0,11105.0,751.0999755859375,3713.0,1876.3333740234375,151.55999755859375,868.0,450.0,1077.5,2011.5
2022-04-26,2180.0,11070.0,744.2000122070312,3692.0,1891.3333740234375,150.52000427246094,881.0,454.0,1043.5,2012.5
2022-04-27,2165.5,10985.0,736.7000122070312,3710.0,1849.0,150.0399932861328,865.0,448.0,1021.5,1976.5
2022-04-28,2235.5,11220.0,754.2999877929688,3769.0,1906.0,153.8800048828125,896.0,448.0,1071.5,2069.5
2022-05-02,2228.0,11160.0,756.2000122070312,3771.0,1936.0,153.44000244140625,894.0,456.0,1079.0,2070.5
2022-05-06,2276.0,11110.0,779.5,3828.0,1997.6666259765625,154.32000732421875,908.0,530.0,1089.5,2076.5
2022-05-09,2245.0,10840.0,762.9000244140625,3811.0,1920.6666259765625,153.67999267578125,888.0,525.0,1073.0,1970.5
2022-05-10,2178.5,10500.0,750.2000122070312,3774.0,1901.6666259765625,154.0399932861328,901.0,519.0,1062.0,1938.5
2022-05-11,2082.0,10720.0,728.5999755859375,3735.0,1878.6666259765625,153.63999938964844,878.0,505.0,1065.5,2073.0
2022-05-12,2050.0,10790.0,729.4000244140625,3616.0,1866.6666259765625,150.52000427246094,908.0,507.0,1058.5,2039.5
2022-05-13,2055.0,11100.0,730.7999877929688,3671.0,1895.0,151.27999877929688,933.0,505.0,1030.5,2076.0
2022-05-16,2049.5,11180.0,728.9000244140625,3661.0,1879.3333740234375,152.24000549316406,918.0,500.0,1028.0,2039.0
2022-05-17,2033.0,11240.0,717.0999755859375,3679.0,1851.3333740234375,151.67999267578125,918.0,487.0,1043.0,2084.0
2022-05-18,2044.0,11570.0,727.0,3690.0,1841.0,155.44000244140625,916.0,506.0,1048.5,2094.0
2022-05-19,2005.0,11390.0,715.5,3681.0,1767.3333740234375,155.32000732421875,916.0,506.0,1049.5,2100.0
2022-05-20,2048.0,11525.0,725.7999877929688,3729.0,1767.3333740234375,155.39999389648438,907.0,493.0,1050.0,2155.5
2022-05-23,2061.5,11450.0,733.9000244140625,3810.0,1751.6666259765625,156.44000244140625,913.0,501.0,1050.5,2124.5
2022-05-24,2050.0,11370.0,739.0,3797.0,1725.6666259765625,156.8800048828125,906.0,501.0,1033.0,2118.5
2022-05-25,2043.5,11205.0,733.4000244140625,3787.0,1741.0,158.52000427246094,906.0,508.0,1031.0,2100.0
2022-05-26,2082.0,11265.0,740.9000244140625,3762.0,1750.0,160.67999267578125,916.0,502.0,1028.5,2136.0
2022-05-27,2084.0,11425.0,738.7999877929688,3744.0,1754.0,159.83999633789062,917.0,500.0,1033.0,2202.5
2022-05-30,2126.5,11995.0,738.2999877929688,3744.0,1803.6666259765625,159.55999755859375,920.0,486.0,1053.0,2218.0
2022-05-31,2122.5,12115.0,729.7000122070312,3703.0,1803.3333740234375,156.44000244140625,913.0,481.0,1043.0,2250.5
2022-06-01,2197.5,12370.0,745.5999755859375,3714.0,1827.6666259765625,159.1999969482422,937.0,490.0,1064.5,2225.5
2022-06-02,2193.0,11975.0,740.9000244140625,3609.0,1800.3333740234375,157.60000610351562,938.0,494.0,1054.5,2223.5
2022-06-03,2165.0,12200.0,739.7000122070312,3619.0,1816.6666259765625,156.27999877929688,952.0,507.0,1059.0,2207.5
2022-06-06,2163.0,12075.0,738.7999877929688,3649.0,1811.6666259765625,157.0800018310547,957.0,492.0,1055.5,2229.5
2022-06-07,2190.5,12125.0,749.4000244140625,3625.0,1830.0,156.9199981689453,964.0,502.0,1070.0,2239.0
2022-06-08,2230.0,12345.0,742.5,3636.0,1861.6666259765625,158.0800018310547,981.0,528.0,1094.5,2226.5
2022-06-09,2239.0,12290.0,747.9000244140625,3665.0,1848.0,156.9199981689453,979.0,523.0,1085.0,2209.5
2022-06-10,2203.5,12130.0,745.0,3632.0,1848.3333740234375,157.63999938964844,975.0,508.0,1088.0,2150.0
2022-06-13,2131.5,11530.0,735.9000244140625,3587.0,1798.6666259765625,157.63999938964844,967.0,509.0,1058.5,2094.0
2022-06-14,2095.0,11230.0,732.5999755859375,3591.0,1761.6666259765625,154.83999633789062,962.0,498.0,1057.0,2059.5
2022-06-15,2080.0,11115.0,740.2000122070312,3535.0,1735.3333740234375,152.9600067138672,951.0,492.0,1057.0,2015.0
2022-06-16,2140.0,11285.0,747.2999877929688,3582.0,1720.0,154.60000610351562,956.0,485.0,1065.0,2041.5
2022-06-17,2063.0,11215.0,731.0999755859375,3552.0,1728.0,152.44000244140625,956.0,475.0,1043.5,1971.5
2022-06-20,2089.5,11025.0,730.7999877929688,3582.0,1711.0,153.16000366210938,944.0,457.0,1030.0,1894.0
2022-06-21,2138.5,11465.0,751.2000122070312,3614.0,1716.6666259765625,153.36000061035156,956.0,467.0,1041.5,1910.5
2022-06-22,2156.0,11370.0,749.2000122070312,3695.0,1738.3333740234375,157.36000061035156,962.0,471.0,1041.5,1899.5
2022-06-23,2126.5,11245.0,750.5,3705.0,1761.3333740234375,159.44000244140625,969.0,473.0,1019.5,1878.0
2022-06-24,2111.5,11250.0,736.4000244140625,3707.0,1774.6666259765625,157.9600067138672,960.0,477.0,1038.5,1882.0
2022-06-27,2121.5,11505.0,735.7999877929688,3776.0,1788.0,155.52000427246094,962.0,513.0,1055.5,1907.0
2022-06-28,2167.5,11600.0,740.7999877929688,3802.0,1792.3333740234375,158.67999267578125,975.0,550.0,1062.0,1920.0
2022-06-29,2128.0,11485.0,741.4000244140625,3799.0,1777.6666259765625,156.8800048828125,976.0,579.0,1048.5,1936.0
2022-06-30,2100.0,11095.0,729.4000244140625,3818.0,1755.6666259765625,155.83999633789062,985.0,567.0,1036.0,1899.0
2022-07-01,2067.0,10810.0,728.0,3759.0,1750.6666259765625,155.39999389648438,966.0,579.0,1034.0,1899.5
2022-07-04,2113.0,11035.0,734.7999877929688,3812.0,1803.0,156.52000427246094,975.0,654.0,1045.5,1923.0
2022-07-05,2116.5,11105.0,743.0,3838.0,1771.3333740234375,155.8800048828125,970.0,653.0,1042.0,1923.5
2022-07-06,2058.0,10830.0,710.0,3862.0,1758.6666259765625,153.0399932861328,946.0,612.0,1027.0,1870.0
2022-07-07,2105.0,11225.0,713.7000122070312,3932.0,1786.6666259765625,153.8800048828125,960.0,610.0,1047.0,1886.5
2022-07-08,2111.0,11145.0,724.5999755859375,3884.0,1775.0,153.1999969482422,957.0,619.0,1055.5,1930.0
2022-07-11,2152.0,11380.0,739.5,3973.0,1827.3333740234375,156.55999755859375,973.0,619.0,1069.0,1952.5
2022-07-12,2116.5,11210.0,729.0999755859375,3972.0,1826.6666259765625,156.63999938964844,967.0,608.0,1029.0,1918.5
2022-07-13,2134.5,11190.0,731.7000122070312,3940.0,1850.0,156.24000549316406,968.0,640.0,1034.0,1935.5
2022-07-14,2135.0,11205.0,718.7999877929688,3948.0,1819.6666259765625,156.1999969482422,977.0,591.0,1032.5,1957.5
2022-07-15,2163.0,11205.0,700.7999877929688,3989.0,1814.6666259765625,156.60000610351562,956.0,589.0,1031.5,1969.5
2022-07-19,2177.0,11465.0,717.2999877929688,3961.0,1787.0,154.9600067138672,965.0,575.0,1052.5,2011.5
2022-07-20,2194.0,11940.0,727.4000244140625,4040.0,1790.0,155.83999633789062,977.0,576.0,1076.0,2036.0
2022-07-21,2193.5,11950.0,726.5,4046.0,1782.6666259765625,156.24000549316406,976.0,566.0,1083.0,1974.5
2022-07-22,2202.5,12025.0,731.5999755859375,3997.0,1785.6666259765625,156.63999938964844,976.0,519.0,1082.5,1974.5
2022-07-25,2166.0,11705.0,735.7000122070312,4001.0,1785.6666259765625,155.47999572753906,982.0,512.0,1084.0,1947.5
2022-07-26,2166.0,11730.0,739.5999755859375,3960.0,1768.3333740234375,154.9199981689453,989.0,503.0,1081.5,1959.5
2022-07-27,2169.0,11660.0,745.5999755859375,3985.0,1776.6666259765625,155.1199951171875,984.0,498.0,1080.0,1980.5
2022-07-28,2125.0,11675.0,744.5,3985.0,1795.3333740234375,155.39999389648438,988.0,519.0,1071.0,1978.0
2022-07-29,2137.0,11695.0,745.4000244140625,3925.0,1809.6666259765625,152.27999877929688,976.0,523.0,1065.5,1970.0
2022-08-01,2212.0,11320.0,749.0,3808.0,1810.3333740234375,152.0399932861328,986.0,510.0,1077.5,2003.5
2022-08-02,2154.5,11230.0,735.5,3710.0,1775.6666259765625,149.8800048828125,972.0,508.0,1068.5,1970.0
2022-08-03,2156.0,11455.0,722.2000122070312,3711.0,1773.0,149.8800048828125,961.0,493.0,1068.0,1948.0
2022-08-04,2091.5,11480.0,709.2000122070312,3718.0,1764.6666259765625,149.8800048828125,950.0,476.0,1021.5,1925.0
2022-08-05,2123.0,11685.0,707.4000244140625,3734.0,1794.3333740234375,151.36000061035156,949.0,472.0,1015.0,2085.0
2022-08-08,2116.0,11725.0,721.9000244140625,3765.0,1812.3333740234375,151.63999938964844,958.0,493.0,1020.5,2116.0
2022-08-09,2076.0,11435.0,709.2000122070312,3748.0,1778.3333740234375,148.8000030517578,946.0,489.0,1016.5,2105.5
2022-08-10,2088.0,11210.0,713.5,3782.0,1783.6666259765625,149.75999450683594,940.0,500.0,1018.5,2114.5
2022-08-12,2135.0,11455.0,727.0999755859375,3798.0,1816.6666259765625,147.9199981689453,952.0,499.0,1034.5,2135.5
2022-08-15,2132.5,11585.0,726.2999877929688,3801.0,1853.3333740234375,148.67999267578125,952.0,490.0,1043.0,2125.5
2022-08-16,2121.0,11605.0,725.2999877929688,3801.0,1844.6666259765625,147.44000244140625,948.0,492.0,1035.5,2117.0
2022-08-17,2183.0,11960.0,734.2999877929688,3844.0,1887.0,149.24000549316406,958.0,510.0,1046.0,2167.0
2022-08-18,2143.5,11750.0,727.5,3864.0,1864.0,149.52000427246094,953.0,505.0,1032.0,2140.0
2022-08-19,2150.0,12000.0,728.0,3816.0,1877.3333740234375,150.44000244140625,957.0,506.0,1035.0,2146.0
2022-08-22,2150.0,11930.0,732.4000244140625,3834.0,1915.0,151.60000610351562,964.0,508.0,1035.0,2143.0
2022-08-23,2107.5,11535.0,723.0999755859375,3840.0,1896.6666259765625,151.72000122070312,957.0,502.0,1025.5,2150.0
2022-08-24,2100.0,11375.0,728.0999755859375,3810.0,1909.3333740234375,151.32000732421875,965.0,552.0,1028.0,2146.5
2022-08-25,2109.0,11395.0,731.5,3851.0,1911.3333740234375,151.27999877929688,970.0,550.0,1031.5,2146.0
2022-08-26,2108.0,11510.0,732.0,3814.0,1901.6666259765625,150.60000610351562,975.0,556.0,1031.5,2173.5
2022-08-29,2090.0,11295.0,725.0999755859375,3821.0,1873.6666259765625,150.1199951171875,961.0,527.0,1020.0,2182.0
2022-08-30,2105.0,11325.0,728.2999877929688,3865.0,1867.3333740234375,152.44000244140625,968.0,545.0,1025.0,2226.0
2022-08-31,2101.5,11135.0,721.0999755859375,3850.0,1844.3333740234375,150.75999450683594,966.0,544.0,1023.0,2208.5
2022-09-01,2052.5,11000.0,715.7000122070312,3837.0,1808.6666259765625,149.67999267578125,964.0,534.0,1013.5,2236.5
2022-09-02,2049.0,10880.0,717.5,3833.0,1850.3333740234375,150.8000030517578,970.0,527.0,1016.0,2190.0
2022-09-05,2037.0,10865.0,718.2000122070312,3820.0,1851.3333740234375,149.9199981689453,965.0,528.0,1020.5,2216.0
2022-09-06,2048.5,10775.0,718.2999877929688,3823.0,1853.3333740234375,149.0800018310547,959.0,505.0,1024.5,2251.5
2022-09-07,2034.5,10525.0,711.5,3784.0,1887.0,150.60000610351562,953.0,501.0,1017.5,2232.5
2022-09-08,2080.5,10775.0,726.2999877929688,3885.0,1963.0,157.1199951171875,965.0,503.0,1038.5,2260.0
2022-09-09,2078.5,10695.0,727.7999877929688,3914.0,1956.6666259765625,158.27999877929688,972.0,507.0,1043.5,2278.0
2022-09-12,2070.0,10760.0,725.2999877929688,3894.0,2007.6666259765625,158.47999572753906,974.0,501.0,1046.0,2288.0
2022-09-13,2067.0,10765.0,727.5,3919.0,1994.3333740234375,157.47999572753906,979.0,497.0,1045.0,2302.0
2022-09-14,2038.0,10375.0,725.2999877929688,3852.0,1978.3333740234375,155.0800018310547,960.0,488.0,1020.5,2310.5
2022-09-15,2040.0,10470.0,723.5999755859375,3876.0,1975.0,154.52000427246094,963.0,488.0,1014.5,2253.0
2022-09-16,2030.5,10410.0,731.2999877929688,3882.0,1983.6666259765625,153.8000030517578,976.0,484.0,1009.5,2226.0
2022-09-20,2048.5,10355.0,733.7999877929688,3842.0,1996.6666259765625,156.60000610351562,984.0,484.0,1012.5,2251.0
2022-09-21,2000.0,10170.0,731.9000244140625,3790.0,1972.3333740234375,154.8000030517578,974.0,466.0,1003.5,2249.0
2022-09-22,2028.0,10070.0,723.5,3789.0,1971.3333740234375,154.67999267578125,970.0,468.0,1001.5,2242.0
2022-09-26,1963.0,9682.0,687.2000122070312,3740.0,1951.6666259765625,155.52000427246094,950.0,465.0,965.5,2187.0
2022-09-27,1986.0,9632.0,692.5999755859375,3748.0,1966.6666259765625,155.0399932861328,946.0,467.0,972.5,2187.0
2022-09-28,1953.5,9561.0,683.2000122070312,3719.0,1931.0,153.8800048828125,938.0,462.0,970.7000122070312,2120.0
2022-09-29,1958.5,9589.0,669.2999877929688,3776.0,1957.6666259765625,156.9600067138672,936.0,471.0,964.0999755859375,2043.0
2022-09-30,1876.0,9286.0,651.5,3767.0,1935.3333740234375,156.24000549316406,928.0,462.0,955.5,2006.5
2022-10-03,1941.5,9509.0,648.0,3726.0,1853.0,153.47999572753906,925.0,448.0,959.7000122070312,2026.0
2022-10-04,2004.0,9749.0,668.2000122070312,3874.0,1938.6666259765625,158.72000122070312,960.0,473.0,985.2000122070312,2101.5
2022-10-05,2001.0,9763.0,665.4000244140625,3846.0,1922.0,159.1199951171875,955.0,468.0,994.7999877929688,2114.0
2022-10-06,2000.0,9925.0,667.7000122070312,3833.0,1895.0,159.47999572753906,957.0,461.0,998.4000244140625,2125.0
2022-10-07,1985.5,9891.0,652.7000122070312,3789.0,1828.6666259765625,158.72000122070312,949.0,462.0,983.9000244140625,2085.5
2022-10-11,1966.5,9486.0,650.0999755859375,3761.0,1750.0,160.0,948.0,468.0,967.7000122070312,2096.5
2022-10-12,1990.0,9348.0,646.2999877929688,3779.0,1814.3333740234375,158.0399932861328,950.0,457.0,950.7999877929688,2105.5
2022-10-13,1983.5,9305.0,646.0,3766.0,1833.0,156.44000244140625,948.0,449.0,948.9000244140625,2101.0
2022-10-14,2008.0,9705.0,659.2000122070312,3828.0,1871.0,158.75999450683594,961.0,466.0,969.4000244140625,2139.0
2022-10-17,2000.0,9646.0,675.2999877929688,3817.0,1856.0,158.83999633789062,952.0,469.0,960.0,2136.5
2022-10-18,2007.5,9754.0,681.9000244140625,3814.0,1853.0,160.60000610351562,954.0,477.0,962.9000244140625,2137.5
2022-10-19,2003.5,9805.0,688.7000122070312,3779.0,1890.6666259765625,160.9600067138672,962.0,490.0,962.2999877929688,2134.0
2022-10-20,2004.0,9725.0,693.0,3768.0,1897.6666259765625,163.72000122070312,964.0,482.0,949.9000244140625,2117.5
2022-10-21,1987.5,9580.0,695.2999877929688,3719.0,1869.3333740234375,161.36000061035156,944.0,477.0,937.0,2089.5
2022-10-24,1996.5,9614.0,705.2999877929688,3710.0,1863.6666259765625,159.67999267578125,936.0,476.0,947.9000244140625,2094.5
2022-10-25,2016.0,9791.0,710.0999755859375,3772.0,1859.0,162.9199981689453,952.0,479.0,953.0,2094.5
2022-10-26,2020.0,9884.0,709.4000244140625,3825.0,1864.0,164.24000549316406,953.0,472.0,963.0999755859375,2065.0
2022-10-27,1999.0,9870.0,691.0999755859375,3807.0,1827.6666259765625,162.0,941.0,484.0,955.4000244140625,2051.0
2022-10-28,2030.0,9789.0,687.5,3835.0,1836.6666259765625,163.52000427246094,937.0,483.0,948.7000122070312,2028.0
2022-10-31,2059.5,9988.0,699.5,3918.0,1851.3333740234375,163.75999450683594,955.0,485.0,954.5,2042.5
2022-11-01,2019.5,10050.0,703.2999877929688,3939.0,1864.0,162.47999572753906,952.0,481.0,957.5,2080.0
2022-11-02,2014.5,10755.0,702.2999877929688,3914.0,1846.0,162.0800018310547,957.0,456.0,960.2000122070312,2132.5
2022-11-04,1985.0,10700.0,702.0,3838.0,1824.6666259765625,160.1999969482422,944.0,458.0,952.9000244140625,2114.5
2022-11-07,1993.0,10845.0,703.7999877929688,3866.0,1855.3333740234375,160.16000366210938,957.0,453.0,962.5999755859375,2179.0
2022-11-08,2003.0,11200.0,710.7999877929688,3901.0,1867.3333740234375,162.0800018310547,980.0,463.0,983.9000244140625,2204.0
2022-11-09,1988.5,11190.0,708.5,3880.0,1859.0,156.72000122070312,994.0,458.0,971.0,2201.5
2022-11-10,1958.5,11020.0,710.7000122070312,3896.0,1885.0,157.24000549316406,1012.0,463.0,962.2999877929688,2174.0
2022-11-11,2001.0,11630.0,710.7999877929688,3868.0,1889.6666259765625,154.9600067138672,994.0,465.0,980.0,2188.5
2022-11-14,1986.0,11595.0,703.2999877929688,3790.0,1808.0,151.1999969482422,962.0,457.0,991.9000244140625,2149.0
2022-11-15,1998.0,11590.0,722.5,3839.0,1845.6666259765625,150.32000732421875,965.0,453.0,1006.0,2209.5
2022-11-16,1996.0,11390.0,719.5,3851.0,1844.3333740234375,150.0800018310547,973.0,452.0,1002.0,2221.5
2022-11-17,1993.5,11195.0,717.7000122070312,3895.0,1858.3333740234375,150.39999389648438,990.0,456.0,1015.0,2192.0
2022-11-18,1993.0,11220.0,713.2000122070312,3936.0,1873.3333740234375,153.8800048828125,999.0,460.0,1017.5,2196.5
2022-11-21,2003.0,11255.0,719.7000122070312,3958.0,1859.3333740234375,153.72000122070312,1007.0,464.0,1015.5,2228.0
2022-11-22,2050.0,11445.0,735.5,4012.0,1897.3333740234375,156.1999969482422,1027.0,479.0,1016.0,2268.5
2022-11-24,2046.5,11690.0,751.2000122070312,4039.0,1908.6666259765625,155.27999877929688,1044.0,500.0,1025.5,2288.5
2022-11-25,2054.5,11600.0,758.7000122070312,4035.0,1901.6666259765625,155.44000244140625,1043.0,523.0,1025.0,2258.5
