Date,TCS.NS,INFY.NS,RELIANCE.NS,HDFCBANK.NS,LT.NS,HINDUNILVR.NS,ASIANPAINT.NS,COALINDIA.NS,NTPC.NS,TATAMOTORS.NS
2014-03-12,1089.7249755859375,458.9125061035156,398.3518981933594,362.7749938964844,812.1666870117188,560.25,494.29998779296875,260.5,97.625,384.72344970703125
2014-03-13,1074.7750244140625,419.70001220703125,402.1006774902344,371.17498779296875,816.7999877929688,561.8499755859375,493.75,265.1000061035156,96.875,383.8824768066406
2014-03-14,1069.7750244140625,424.26873779296875,405.11798095703125,366.07501220703125,836.6333618164062,553.6500244140625,495.5,264.25,97.54166412353516,389.0767517089844
2014-03-18,1061.0,418.8187561035156,409.8267822265625,367.0,827.0333251953125,556.0499877929688,501.6000061035156,270.70001220703125,98.25,377.2041015625
2014-03-19,1019.7000122070312,408.96875,412.82122802734375,369.2250061035156,830.6666870117188,561.5999755859375,513.0499877929688,263.1499938964844,96.625,380.2712097167969
2014-03-20,1054.0999755859375,412.8812561035156,414.1927185058594,365.1000061035156,812.7000122070312,572.5499877929688,515.5999755859375,260.45001220703125,96.45833587646484,375.6705627441406
2014-03-21,1063.5,413.20623779296875,404.95794677734375,366.92498779296875,811.066650390625,571.7000122070312,510.1000061035156,263.04998779296875,94.875,385.020263671875
2014-03-24,1076.300048828125,409.4750061035156,413.9184265136719,375.32501220703125,820.2333374023438,582.3499755859375,523.9000244140625,269.95001220703125,94.95833587646484,387.3453369140625
2014-03-25,1073.324951171875,406.79998779296875,401.98638916015625,375.07501220703125,832.2999877929688,592.75,525.2999877929688,274.5,95.91666412353516,386.7022399902344
2014-03-26,1046.75,406.11248779296875,407.4266662597656,373.0249938964844,850.5333251953125,591.5499877929688,529.0999755859375,280.75,95.75,397.38763427734375
2014-03-27,1047.125,403.8812561035156,411.7926025390625,373.375,855.7333374023438,599.7999877929688,539.0499877929688,280.0,97.33333587646484,392.4901428222656
2014-03-28,1051.050048828125,407.82501220703125,418.83294677734375,372.4750061035156,858.7666625976562,599.7999877929688,539.8499755859375,286.3500061035156,100.79166412353516,393.0837707519531
2014-03-31,1066.574951171875,410.3500061035156,425.5075988769531,374.3999938964844,847.933349609375,605.5499877929688,547.9500122070312,288.75,99.91666412353516,394.4194641113281
2014-04-01,1088.3499755859375,414.2437438964844,430.9250183105469,369.04998779296875,852.7000122070312,601.75,536.6500244140625,290.5,101.625,398.8717041015625
2014-04-02,1086.125,415.2562561035156,438.0567932128906,365.95001220703125,866.9666748046875,594.5999755859375,522.7999877929688,286.8999938964844,102.41666412353516,409.70550537109375
2014-04-03,1083.25,417.26873779296875,435.51953125,364.3999938964844,860.066650390625,606.2999877929688,538.5999755859375,280.5,102.5,406.98468017578125
2014-04-04,1069.425048828125,414.5062561035156,431.6793212890625,362.7250061035156,851.4000244140625,605.2999877929688,530.7000122070312,281.70001220703125,100.25,401.19677734375
2014-04-07,1076.9000244140625,411.67498779296875,431.63360595703125,362.67498779296875,856.2333374023438,604.7999877929688,539.5499877929688,284.0,99.5,399.7126770019531
2014-04-09,1070.199951171875,406.8187561035156,439.86260986328125,370.92498779296875,865.3666381835938,609.0999755859375,547.7000122070312,288.1499938964844,100.45833587646484,416.433349609375
2014-04-10,1063.074951171875,400.1499938964844,443.0170593261719,369.70001220703125,876.1666870117188,617.9000244140625,541.5,292.1499938964844,103.08333587646484,426.228271484375
2014-04-11,1082.050048828125,404.39373779296875,436.02239990234375,369.07501220703125,865.6666870117188,609.4000244140625,543.7000122070312,293.04998779296875,103.83333587646484,419.10467529296875
2014-04-15,1126.375,407.4750061035156,433.8965759277344,361.9750061035156,865.2333374023438,612.1500244140625,534.5,292.79998779296875,104.5,407.57830810546875
2014-04-16,1098.1500244140625,394.6625061035156,430.3306884765625,362.9750061035156,839.933349609375,607.5499877929688,534.9000244140625,289.70001220703125,102.16666412353516,406.78680419921875
2014-04-17,1111.449951171875,399.0062561035156,438.46826171875,359.3500061035156,845.9666748046875,609.4500122070312,543.75,290.8999938964844,102.45833587646484,424.54632568359375
2014-04-21,1110.875,397.8687438964844,438.69683837890625,358.2250061035156,881.7000122070312,599.0999755859375,539.2000122070312,296.1000061035156,103.79166412353516,427.51446533203125
2014-04-22,1110.5250244140625,393.83123779296875,442.4227294921875,363.7749938964844,897.7000122070312,596.4500122070312,536.4000244140625,299.0,103.16666412353516,424.24951171875
2014-04-23,1106.875,396.58123779296875,442.1484375,366.5,917.566650390625,595.5,529.5999755859375,302.25,101.75,420.539306640625
2014-04-24,1106.875,396.58123779296875,442.1484375,366.5,917.566650390625,595.5,529.5999755859375,302.25,101.75,420.539306640625
2014-04-25,1102.625,396.95001220703125,433.50799560546875,363.20001220703125,899.933349609375,580.9000244140625,514.9500122070312,299.95001220703125,98.75,418.7583923339844
2014-04-28,1095.675048828125,397.2562561035156,432.022216796875,362.6000061035156,885.6666870117188,581.0,500.54998779296875,295.70001220703125,98.29166412353516,412.0305480957031
2014-04-29,1097.125,397.21875,429.87353515625,357.8999938964844,880.933349609375,562.4500122070312,497.6000061035156,296.70001220703125,98.04166412353516,404.6101379394531
2014-04-30,1094.5999755859375,397.6000061035156,427.8162841796875,360.6499938964844,862.7333374023438,567.5,505.1499938964844,291.8500061035156,96.95833587646484,410.3486022949219
2014-05-02,1104.2249755859375,402.4624938964844,424.29608154296875,358.54998779296875,842.3666381835938,562.1500244140625,511.45001220703125,295.29998779296875,95.375,410.3486022949219
2014-05-05,1106.8499755859375,397.11248779296875,432.8679504394531,358.3500061035156,855.9666748046875,557.1500244140625,518.5999755859375,296.45001220703125,94.875,410.0517883300781
2014-05-06,1099.449951171875,395.64373779296875,440.4112243652344,360.1000061035156,866.6666870117188,553.7000122070312,514.75,296.45001220703125,95.25,414.701904296875
2014-05-07,1082.7750244140625,383.41876220703125,439.2682800292969,357.79998779296875,863.7333374023438,553.1500244140625,505.6499938964844,295.3999938964844,96.45833587646484,412.27789306640625
2014-05-08,1081.0250244140625,383.1625061035156,439.016845703125,359.1499938964844,866.0999755859375,552.2999877929688,504.3999938964844,293.75,96.29166412353516,418.5605163574219
2014-05-09,1079.949951171875,388.9312438964844,456.06915283203125,378.3999938964844,895.1333618164062,556.2999877929688,521.1500244140625,308.6499938964844,98.45833587646484,422.9632873535156
2014-05-12,1079.675048828125,396.88751220703125,470.2870178222656,396.07501220703125,924.8333129882812,571.5,538.2000122070312,331.04998779296875,100.91666412353516,440.4754638671875
2014-05-13,1105.4749755859375,408.15625,486.15069580078125,394.07501220703125,939.5333251953125,577.5999755859375,540.3499755859375,332.04998779296875,102.33333587646484,436.27056884765625
2014-05-14,1108.050048828125,406.76251220703125,477.9674377441406,387.7250061035156,929.6666870117188,577.5,556.9000244140625,343.29998779296875,104.58333587646484,437.65570068359375
2014-05-15,1096.574951171875,409.0562438964844,481.57904052734375,394.17498779296875,918.933349609375,588.9500122070312,529.0499877929688,340.3500061035156,107.75,434.9843444824219
2014-05-16,1080.375,397.1937561035156,493.39678955078125,402.3500061035156,951.7999877929688,580.7000122070312,536.5,345.3999938964844,109.66666412353516,445.07611083984375
2014-05-19,1018.3499755859375,376.8812561035156,512.0491943359375,405.95001220703125,1016.3666381835938,555.7999877929688,527.4500122070312,388.95001220703125,121.33333587646484,439.6839599609375
2014-05-20,1034.0999755859375,390.2749938964844,493.67108154296875,408.0249938964844,1006.2333374023438,562.5999755859375,528.9000244140625,366.5,118.54166412353516,435.1822204589844
2014-05-21,1041.425048828125,394.63751220703125,493.0082092285156,404.75,984.0333251953125,561.3499755859375,546.2999877929688,370.8999938964844,121.375,432.3130187988281
2014-05-22,1055.9749755859375,389.23748779296875,503.24871826171875,401.29998779296875,987.0999755859375,562.9000244140625,537.7999877929688,389.8999938964844,128.5,426.228271484375
2014-05-23,1063.949951171875,383.6937561035156,515.4321899414062,394.82501220703125,1009.3333129882812,561.5,540.5499877929688,397.8999938964844,133.5,426.72296142578125
2014-05-26,1077.0,386.85626220703125,503.6601867675781,398.57501220703125,1032.1666259765625,559.8499755859375,523.5999755859375,401.04998779296875,130.2083282470703,439.3376770019531
2014-05-27,1065.7249755859375,391.7562561035156,497.3741455078125,402.45001220703125,1044.0333251953125,560.1500244140625,523.75,393.04998779296875,128.4583282470703,431.96673583984375
2014-05-28,1075.2750244140625,396.6625061035156,497.8084411621094,411.7250061035156,1051.4000244140625,561.9000244140625,510.20001220703125,380.3999938964844,126.20833587646484,424.2000427246094
2014-05-29,1079.9749755859375,365.5625,490.79095458984375,405.125,1033.0999755859375,556.4500122070312,506.3500061035156,373.54998779296875,126.79166412353516,419.7972412109375
2014-05-30,1070.675048828125,367.42498779296875,486.7450256347656,396.375,1030.3333740234375,603.3499755859375,507.6000061035156,370.8999938964844,133.75,410.6454162597656
2014-06-02,1064.925048828125,374.14373779296875,494.74542236328125,409.70001220703125,1097.3333740234375,601.0,509.8500061035156,373.3500061035156,132.7083282470703,416.284912109375
2014-06-03,1064.300048828125,377.1499938964844,500.780029296875,412.17498779296875,1102.2332763671875,593.4500122070312,509.1000061035156,393.3999938964844,136.8333282470703,416.433349609375
2014-06-04,1044.625,373.0625,492.59674072265625,408.3500061035156,1116.433349609375,604.9500122070312,509.0,390.3500061035156,137.5,417.5711364746094
2014-06-05,1052.074951171875,380.14373779296875,498.265625,402.7250061035156,1121.2332763671875,630.0999755859375,510.1000061035156,391.95001220703125,136.8333282470703,430.3836975097656
2014-06-06,1042.125,375.3812561035156,513.12353515625,407.625,1127.36669921875,639.9500122070312,505.3500061035156,390.6499938964844,137.9166717529297,434.440185546875
2014-06-09,1056.9000244140625,373.3062438964844,513.23779296875,409.7250061035156,1168.0999755859375,632.7000122070312,528.0999755859375,413.20001220703125,137.7916717529297,443.8393859863281
2014-06-10,1079.074951171875,384.39373779296875,511.2491455078125,408.32501220703125,1159.300048828125,640.25,536.25,420.3999938964844,136.2916717529297,448.58843994140625
2014-06-11,1103.4749755859375,399.16876220703125,503.8430480957031,410.25,1144.9666748046875,625.8499755859375,543.6500244140625,404.29998779296875,131.75,441.0196228027344
2014-06-12,1118.675048828125,396.8812561035156,500.20855712890625,419.92498779296875,1148.2667236328125,630.0999755859375,549.2999877929688,394.8999938964844,133.5416717529297,444.779296875
2014-06-13,1106.7750244140625,398.375,494.6082763671875,417.70001220703125,1123.9666748046875,634.9500122070312,542.2000122070312,389.3500061035156,127.79166412353516,433.5992126464844
2014-06-16,1134.875,405.51873779296875,487.087890625,419.5,1100.3333740234375,634.75,539.8499755859375,389.3500061035156,127.41666412353516,426.2777404785156
2014-06-17,1139.925048828125,405.85626220703125,498.3341979980469,423.2749938964844,1123.0333251953125,630.3499755859375,560.5999755859375,400.45001220703125,129.0833282470703,436.2210998535156
2014-06-18,1113.5250244140625,405.0625,487.6822204589844,417.42498779296875,1114.2332763671875,618.8499755859375,557.9000244140625,394.1000061035156,126.25,428.5533447265625
2014-06-19,1138.0250244140625,413.98748779296875,476.4130554199219,412.875,1104.4666748046875,625.75,568.0,385.1499938964844,127.08333587646484,433.94549560546875
2014-06-20,1146.199951171875,414.57501220703125,473.8529357910156,410.9750061035156,1098.63330078125,624.2999877929688,568.4500122070312,386.3500061035156,126.375,433.4013366699219
2014-06-23,1134.425048828125,404.0687561035156,474.51580810546875,410.7250061035156,1104.7667236328125,617.6500244140625,574.0999755859375,387.8999938964844,127.125,430.9773254394531
2014-06-24,1154.5250244140625,400.4750061035156,484.52777099609375,414.5,1113.63330078125,616.25,579.9000244140625,391.5,129.0416717529297,437.45782470703125
2014-06-25,1155.2750244140625,401.40625,480.4818420410156,412.04998779296875,1100.0333251953125,625.2999877929688,586.5,397.8500061035156,130.7083282470703,438.546142578125
2014-06-26,1153.824951171875,397.8125,462.60662841796875,406.20001220703125,1115.699951171875,618.6500244140625,584.7999877929688,388.29998779296875,126.91666412353516,433.35186767578125
2014-06-27,1199.7750244140625,402.92498779296875,462.69805908203125,408.1000061035156,1111.5333251953125,616.4000244140625,584.7000122070312,380.8500061035156,126.875,427.7618408203125
2014-06-30,1212.699951171875,406.9437561035156,464.20672607421875,410.7749938964844,1134.4666748046875,620.3499755859375,594.0,384.95001220703125,130.1666717529297,426.72296142578125
2014-07-01,1195.375,402.6312561035156,460.8236999511719,411.6499938964844,1150.9000244140625,628.8499755859375,583.8499755859375,384.45001220703125,128.8333282470703,446.0160217285156
2014-07-02,1200.800048828125,401.9125061035156,465.5096435546875,419.95001220703125,1169.300048828125,631.1500244140625,584.0499877929688,393.54998779296875,133.125,450.9629821777344
2014-07-03,1208.949951171875,401.3374938964844,460.137939453125,418.3999938964844,1168.2332763671875,624.0999755859375,581.7000122070312,396.1000061035156,131.125,464.7649230957031
2014-07-04,1205.25,405.7437438964844,471.7728271484375,428.32501220703125,1161.800048828125,625.1500244140625,588.6500244140625,394.1499938964844,132.125,464.4681091308594
2014-07-07,1244.2750244140625,418.1812438964844,469.6012878417969,420.2250061035156,1166.2332763671875,627.5999755859375,593.5999755859375,396.75,134.4583282470703,473.76837158203125
2014-07-08,1224.7249755859375,417.76873779296875,454.90338134765625,414.625,1115.0333251953125,627.3499755859375,590.0999755859375,377.3999938964844,127.5,465.01226806640625
2014-07-09,1199.074951171875,413.79376220703125,457.6006774902344,415.1499938964844,1101.0999755859375,629.8499755859375,594.6500244140625,365.70001220703125,125.54166412353516,452.3975830078125
2014-07-10,1175.9000244140625,411.5874938964844,455.88629150390625,411.67498779296875,1103.1666259765625,631.8499755859375,587.0,369.8999938964844,125.95833587646484,448.3410949707031
2014-07-11,1197.2249755859375,415.83123779296875,441.8512878417969,405.8999938964844,1049.566650390625,641.8499755859375,568.8499755859375,362.70001220703125,124.75,441.2174987792969
2014-07-14,1213.125,403.15625,439.67974853515625,408.7250061035156,1064.9666748046875,622.9500122070312,589.5,358.25,123.16666412353516,451.1608581542969
2014-07-15,1199.6500244140625,403.20623779296875,444.4571228027344,413.3999938964844,1089.0999755859375,618.9000244140625,582.5,364.45001220703125,121.33333587646484,457.98760986328125
2014-07-16,1200.925048828125,403.70001220703125,452.4575500488281,417.875,1106.0333251953125,621.2999877929688,579.8499755859375,365.29998779296875,122.20833587646484,465.30908203125
2014-07-17,1190.9749755859375,404.9125061035156,449.16595458984375,415.8999938964844,1112.63330078125,626.8499755859375,579.6500244140625,376.70001220703125,125.33333587646484,470.25604248046875
2014-07-18,1220.5999755859375,406.4437561035156,446.5372314453125,416.2250061035156,1124.3333740234375,622.5,580.4500122070312,375.6000061035156,124.75,470.25604248046875
2014-07-21,1231.875,400.0874938964844,456.0920104980469,413.7250061035156,1113.5,627.5499877929688,593.6500244140625,378.45001220703125,123.33333587646484,469.9097595214844
