Date,7203.T,6758.T,8306.T,4502.T,3382.T,9432.T,1802.T,9501.T,3407.T,5401.T
2020-12-22,1555.4000244140625,10045.0,450.20001220703125,3790.0,1167.6666259765625,105.76000213623047,868.0,269.0,1022.0,1304.0
2020-12-23,1544.0,10150.0,446.1000061035156,3766.0,1169.6666259765625,105.62000274658203,861.0,266.0,1002.5,1297.5
2020-12-24,1548.5999755859375,10090.0,452.5,3731.0,1197.3333740234375,105.5999984741211,870.0,271.0,1008.0,1327.0
2020-12-25,1557.800048828125,9953.0,453.20001220703125,3745.0,1220.0,105.4800033569336,881.0,272.0,1028.5,1345.0
2020-12-28,1579.5999755859375,10180.0,457.20001220703125,3696.0,1221.0,105.77999877929688,881.0,271.0,1036.0,1335.0
2020-12-29,1602.800048828125,10390.0,460.0,3799.0,1236.6666259765625,107.04000091552734,899.0,271.0,1061.0,1355.5
2020-12-30,1591.4000244140625,10285.0,456.1000061035156,3755.0,1219.6666259765625,105.81999969482422,890.0,272.0,1054.5,1328.0
2021-01-04,1585.5999755859375,10435.0,451.0,3720.0,1215.0,108.54000091552734,888.0,275.0,1042.5,1321.0
2021-01-05,1562.4000244140625,10570.0,450.70001220703125,3665.0,1204.3333740234375,107.05999755859375,878.0,281.0,1048.0,1319.5
2021-01-06,1563.5999755859375,10330.0,463.8999938964844,3648.0,1238.6666259765625,109.72000122070312,897.0,295.0,1061.5,1349.0
2021-01-07,1563.5999755859375,10440.0,480.0,3681.0,1298.6666259765625,111.0199966430664,907.0,297.0,1088.5,1454.5
2021-01-08,1587.800048828125,10715.0,486.3999938964844,3695.0,1330.6666259765625,112.66000366210938,924.0,301.0,1103.0,1458.0
2021-01-12,1578.4000244140625,10850.0,494.29998779296875,3815.0,1303.0,109.80000305175781,919.0,328.0,1139.0,1466.5
2021-01-13,1569.199951171875,10700.0,495.70001220703125,3746.0,1303.0,110.0199966430664,924.0,320.0,1139.5,1473.0
2021-01-14,1572.5999755859375,10750.0,501.1000061035156,3690.0,1317.3333740234375,110.5999984741211,945.0,326.0,1148.0,1441.5
2021-01-15,1546.5999755859375,10560.0,497.8999938964844,3601.0,1328.6666259765625,110.0,934.0,323.0,1128.0,1389.0
2021-01-18,1527.199951171875,10480.0,491.20001220703125,3609.0,1312.3333740234375,109.5,925.0,328.0,1113.0,1363.0
2021-01-19,1541.5999755859375,10605.0,494.6000061035156,3600.0,1291.3333740234375,108.80000305175781,918.0,354.0,1111.0,1368.5
2021-01-20,1537.199951171875,10590.0,489.70001220703125,3595.0,1310.0,108.4800033569336,912.0,381.0,1136.5,1353.5
2021-01-21,1548.800048828125,10605.0,485.0,3591.0,1312.0,109.19999694824219,922.0,385.0,1143.5,1353.0
2021-01-22,1532.0,10480.0,483.0,3587.0,1316.6666259765625,107.9800033569336,933.0,409.0,1144.5,1305.5
2021-01-25,1535.4000244140625,10300.0,480.0,3714.0,1335.0,109.5999984741211,921.0,409.0,1204.5,1305.5
2021-01-26,1500.0,10285.0,477.20001220703125,3782.0,1346.3333740234375,108.0199966430664,909.0,429.0,1179.5,1252.5
2021-01-27,1505.5999755859375,10270.0,477.70001220703125,3767.0,1358.0,107.77999877929688,909.0,432.0,1184.5,1220.0
2021-01-28,1479.4000244140625,10035.0,477.70001220703125,3719.0,1358.6666259765625,106.22000122070312,895.0,436.0,1189.5,1229.0
2021-01-29,1460.0,10050.0,469.29998779296875,3698.0,1320.3333740234375,104.72000122070312,876.0,401.0,1164.5,1207.0
2021-02-01,1458.800048828125,10155.0,475.29998779296875,3723.0,1326.0,105.44000244140625,887.0,397.0,1175.5,1222.0
2021-02-02,1491.0,10465.0,479.0,3681.0,1328.6666259765625,105.62000274658203,889.0,375.0,1195.5,1256.5
2021-02-03,1556.4000244140625,10635.0,498.0,3663.0,1353.3333740234375,106.54000091552734,910.0,384.0,1222.0,1286.0
2021-02-04,1551.800048828125,11650.0,500.8999938964844,3660.0,1351.6666259765625,107.5199966430664,901.0,400.0,1212.5,1282.0
2021-02-05,1584.4000244140625,12450.0,505.0,3672.0,1372.3333740234375,109.55999755859375,920.0,399.0,1215.0,1335.0
2021-02-08,1607.4000244140625,12095.0,519.5999755859375,3644.0,1416.0,111.45999908447266,945.0,407.0,1242.5,1469.0
2021-02-09,1598.800048828125,11825.0,517.0,3694.0,1415.0,113.13999938964844,915.0,412.0,1233.5,1444.5
2021-02-10,1626.0,11990.0,517.2999877929688,3715.0,1409.3333740234375,112.69999694824219,914.0,410.0,1225.5,1457.0
2021-02-12,1682.5999755859375,11845.0,528.5999755859375,3688.0,1380.3333740234375,112.22000122070312,910.0,390.0,1184.0,1488.0
2021-02-15,1691.199951171875,11970.0,541.5,3715.0,1408.3333740234375,114.0,943.0,391.0,1183.5,1500.0
2021-02-16,1660.5999755859375,12240.0,561.7999877929688,3706.0,1445.3333740234375,115.77999877929688,947.0,383.0,1175.5,1507.0
2021-02-17,1649.4000244140625,12200.0,566.0999755859375,3713.0,1419.6666259765625,115.30000305175781,936.0,376.0,1181.5,1586.0
2021-02-18,1618.5999755859375,12000.0,553.5,3740.0,1413.3333740234375,113.94000244140625,922.0,368.0,1163.5,1526.5
2021-02-19,1613.0,11965.0,550.0,3697.0,1397.0,114.16000366210938,911.0,358.0,1133.0,1516.0
2021-02-22,1612.0,11980.0,563.2999877929688,3687.0,1400.6666259765625,112.73999786376953,936.0,358.0,1147.5,1551.5
2021-02-24,1578.199951171875,11325.0,560.5,3605.0,1425.0,111.76000213623047,921.0,349.0,1156.5,1566.5
2021-02-25,1603.5999755859375,11570.0,568.0999755859375,3610.0,1389.3333740234375,111.44000244140625,957.0,349.0,1163.0,1606.0
2021-02-26,1574.5999755859375,11120.0,558.0,3582.0,1345.6666259765625,110.31999969482422,913.0,342.0,1146.0,1567.5
2021-03-01,1585.0,11405.0,562.0,3613.0,1404.3333740234375,112.4800033569336,937.0,354.0,1162.0,1569.5
2021-03-02,1584.5999755859375,11345.0,561.5,3676.0,1365.3333740234375,111.18000030517578,938.0,341.0,1157.0,1553.5
2021-03-03,1594.199951171875,11330.0,566.0,3793.0,1397.3333740234375,110.5199966430664,957.0,349.0,1188.5,1658.5
2021-03-04,1584.4000244140625,11045.0,566.0,3780.0,1396.3333740234375,108.87999725341797,953.0,345.0,1164.5,1649.0
2021-03-05,1593.800048828125,11215.0,565.0,3758.0,1418.0,110.45999908447266,967.0,354.0,1157.0,1701.5
2021-03-08,1592.199951171875,11020.0,581.0,3905.0,1429.3333740234375,110.44000244140625,982.0,372.0,1161.5,1758.0
2021-03-09,1637.800048828125,10810.0,591.7000122070312,3949.0,1481.0,111.5199966430664,995.0,391.0,1205.0,1830.0
2021-03-10,1625.5999755859375,11000.0,591.5,3997.0,1461.3333740234375,113.0999984741211,990.0,370.0,1227.5,1783.5
2021-03-11,1618.199951171875,11010.0,593.2999877929688,4004.0,1443.3333740234375,112.5199966430664,1000.0,385.0,1246.5,1791.5
2021-03-12,1629.0,11330.0,594.5999755859375,4014.0,1445.0,113.31999969482422,1002.0,387.0,1265.0,1829.5
2021-03-15,1668.0,11400.0,619.0999755859375,4102.0,1478.6666259765625,113.83999633789062,1014.0,388.0,1281.5,1878.0
2021-03-16,1653.800048828125,11585.0,614.5,4150.0,1485.6666259765625,115.18000030517578,1027.0,394.0,1288.5,1841.0
2021-03-17,1661.5999755859375,11575.0,615.2999877929688,4255.0,1477.3333740234375,116.36000061035156,1007.0,354.0,1305.0,1780.5
2021-03-18,1730.0,11630.0,647.0,4259.0,1472.6666259765625,117.0999984741211,1028.0,357.0,1330.5,1829.0
2021-03-19,1728.800048828125,11555.0,659.4000244140625,4274.0,1500.0,117.44000244140625,1054.0,370.0,1377.5,1890.5
2021-03-22,1672.4000244140625,11460.0,653.9000244140625,4306.0,1487.6666259765625,117.87999725341797,1057.0,371.0,1346.0,1931.5
2021-03-23,1660.800048828125,11530.0,632.7000122070312,4261.0,1506.0,118.62000274658203,1056.0,370.0,1338.0,1876.5
2021-03-24,1624.0,11225.0,604.5,4178.0,1438.6666259765625,116.58000183105469,1013.0,361.0,1286.5,1781.0
2021-03-25,1631.4000244140625,11215.0,619.5,4169.0,1478.3333740234375,118.83999633789062,1040.0,376.0,1305.0,1842.5
2021-03-26,1671.800048828125,11435.0,630.0999755859375,4204.0,1510.3333740234375,119.69999694824219,1056.0,377.0,1312.5,1850.5
2021-03-29,1693.0,11635.0,618.5,4162.0,1528.3333740234375,119.80000305175781,1058.0,372.0,1316.0,1879.5
2021-03-30,1672.4000244140625,11495.0,615.5,4073.0,1528.0,118.19999694824219,1044.0,375.0,1298.5,1881.0
2021-03-31,1723.199951171875,11595.0,591.7000122070312,3985.0,1487.6666259765625,113.68000030517578,1015.0,369.0,1274.5,1886.5
2021-04-01,1684.5999755859375,11650.0,595.0999755859375,4085.0,1498.3333740234375,114.5,1033.0,361.0,1246.0,1812.5
2021-04-02,1692.4000244140625,12200.0,592.5,4041.0,1510.6666259765625,114.08000183105469,1022.0,358.0,1260.5,1827.0
2021-04-05,1692.199951171875,12330.0,610.5999755859375,4024.0,1517.6666259765625,114.94000244140625,1024.0,363.0,1254.0,1870.5
2021-04-06,1673.199951171875,12080.0,598.0,3894.0,1484.3333740234375,113.36000061035156,1019.0,354.0,1231.0,1839.5
2021-04-07,1697.4000244140625,12165.0,597.0,3826.0,1512.6666259765625,114.04000091552734,1054.0,353.0,1248.5,1919.0
2021-04-08,1683.5999755859375,11900.0,582.0,3708.0,1474.6666259765625,111.27999877929688,1044.0,346.0,1233.5,1897.0
2021-04-09,1683.5999755859375,12230.0,582.5999755859375,3750.0,1437.3333740234375,113.91999816894531,1063.0,356.0,1232.5,1842.5
2021-04-12,1687.0,12175.0,583.0999755859375,3754.0,1455.3333740234375,114.45999908447266,1045.0,355.0,1226.0,1850.5
2021-04-13,1701.4000244140625,12180.0,586.5,3716.0,1484.6666259765625,112.87999725341797,1040.0,348.0,1235.0,1878.0
2021-04-14,1697.0,12190.0,583.7999877929688,3701.0,1478.3333740234375,113.0999984741211,1022.0,337.0,1220.0,1921.5
2021-04-15,1712.800048828125,12205.0,591.5999755859375,3715.0,1558.3333740234375,114.23999786376953,1025.0,338.0,1231.0,1966.0
2021-04-16,1706.0,12080.0,590.2999877929688,3704.0,1515.6666259765625,114.63999938964844,1044.0,322.0,1253.0,1959.5
2021-04-19,1704.4000244140625,11990.0,589.9000244140625,3706.0,1512.0,112.81999969482422,1039.0,321.0,1244.5,1937.0
2021-04-20,1683.5999755859375,11865.0,585.0,3674.0,1518.6666259765625,112.12000274658203,1019.0,321.0,1220.0,1916.0
2021-04-21,1642.4000244140625,11575.0,571.2999877929688,3606.0,1485.0,111.0999984741211,999.0,313.0,1188.5,1812.5
2021-04-22,1673.5999755859375,11720.0,570.4000244140625,3708.0,1506.6666259765625,111.81999969482422,1005.0,316.0,1219.0,1889.0
2021-04-23,1655.4000244140625,11840.0,572.2000122070312,3683.0,1503.6666259765625,112.16000366210938,1004.0,317.0,1214.0,1839.0
2021-04-26,1653.0,11700.0,572.5,3663.0,1506.6666259765625,111.13999938964844,996.0,318.0,1205.5,1877.0
2021-04-27,1634.4000244140625,11450.0,575.5999755859375,3643.0,1489.0,110.4000015258789,1003.0,319.0,1173.5,1896.5
2021-04-28,1659.800048828125,11810.0,583.7000122070312,3614.0,1507.0,113.18000030517578,999.0,316.0,1161.0,1872.5
2021-04-30,1625.4000244140625,10900.0,578.0,3635.0,1566.3333740234375,110.19999694824219,997.0,323.0,1151.5,1907.0
2021-05-06,1672.5999755859375,10715.0,602.2000122070312,3650.0,1590.6666259765625,111.63999938964844,1008.0,341.0,1184.5,2050.0
2021-05-07,1672.800048828125,10470.0,603.2999877929688,3675.0,1619.6666259765625,113.86000061035156,1030.0,346.0,1198.0,2167.0
2021-05-10,1701.199951171875,10780.0,607.9000244140625,3730.0,1567.6666259765625,114.16000366210938,1041.0,345.0,1207.5,2281.0
2021-05-11,1668.199951171875,10400.0,597.5,3722.0,1549.3333740234375,114.63999938964844,1029.0,343.0,1183.5,2311.0
2021-05-12,1704.5999755859375,10300.0,595.9000244140625,3690.0,1530.6666259765625,111.91999816894531,973.0,338.0,1155.0,2235.5
2021-05-13,1678.4000244140625,9989.0,599.2000122070312,3678.0,1606.6666259765625,113.95999908447266,937.0,339.0,1214.0,2214.0
2021-05-14,1695.5999755859375,10225.0,607.7000122070312,3740.0,1647.3333740234375,116.19999694824219,968.0,341.0,1221.5,2182.0
2021-05-17,1729.5999755859375,10330.0,612.5,3768.0,1596.6666259765625,114.04000091552734,948.0,347.0,1226.0,2159.0
2021-05-18,1763.800048828125,10320.0,626.5999755859375,3778.0,1635.3333740234375,115.87999725341797,951.0,347.0,1234.5,2256.0
2021-05-19,1739.800048828125,10420.0,634.4000244140625,3768.0,1633.3333740234375,115.81999969482422,951.0,347.0,1215.0,2215.5
2021-05-20,1733.0,10475.0,631.9000244140625,3761.0,1606.0,114.31999969482422,937.0,343.0,1223.0,2108.5
2021-05-21,1748.5999755859375,10525.0,620.5,3815.0,1622.6666259765625,115.77999877929688,947.0,345.0,1220.0,2090.0
2021-05-24,1767.0,10510.0,630.2000122070312,3762.0,1628.6666259765625,116.80000305175781,945.0,345.0,1251.0,2115.5
2021-05-25,1775.4000244140625,10755.0,633.0,3743.0,1619.0,117.04000091552734,946.0,342.0,1245.0,2146.0
2021-05-26,1781.199951171875,10700.0,625.2999877929688,3758.0,1629.3333740234375,117.04000091552734,941.0,338.0,1245.5,2072.0
2021-05-27,1796.0,10800.0,619.4000244140625,3810.0,1583.0,117.0,931.0,333.0,1202.0,2018.5
2021-05-28,1827.0,10970.0,631.2999877929688,3764.0,1616.3333740234375,118.80000305175781,938.0,345.0,1241.0,2102.5
2021-05-31,1823.0,10785.0,620.0,3719.0,1578.6666259765625,117.26000213623047,922.0,339.0,1205.0,2055.0
2021-06-01,1884.5999755859375,10830.0,625.2999877929688,3657.0,1561.0,115.0,927.0,338.0,1217.0,1986.0
2021-06-02,1925.5999755859375,10805.0,633.7000122070312,3600.0,1617.3333740234375,114.31999969482422,928.0,360.0,1257.5,2007.5
2021-06-03,1958.0,10855.0,634.0999755859375,3669.0,1646.0,116.86000061035156,928.0,353.0,1261.5,1999.5
2021-06-04,1989.800048828125,10920.0,636.4000244140625,3672.0,1648.6666259765625,116.4800033569336,931.0,342.0,1272.5,2039.0
2021-06-07,1983.4000244140625,10850.0,629.0,3666.0,1661.3333740234375,118.0,933.0,343.0,1270.5,1922.0
2021-06-08,1971.199951171875,10995.0,634.2000122070312,3702.0,1653.3333740234375,116.5,926.0,344.0,1275.0,1936.5
2021-06-09,1981.199951171875,10755.0,624.0,3716.0,1619.0,115.95999908447266,946.0,351.0,1259.0,1928.0
2021-06-10,1973.199951171875,10795.0,622.2999877929688,3767.0,1619.0,114.9800033569336,930.0,345.0,1266.0,1951.5
2021-06-11,1972.199951171875,10860.0,610.7999877929688,3779.0,1633.0,116.54000091552734,913.0,347.0,1253.5,1960.5
2021-06-14,1980.0,10820.0,604.7000122070312,3737.0,1636.6666259765625,115.91999816894531,912.0,348.0,1255.0,1949.0
